,Email Text,Email Type
377,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
378,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
379,"Dear Chris, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
380,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
381,"Dear Taylor, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
382,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
383,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
384,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
385,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
386,Your subscription is about to expire. Renew now to continue enjoying our services.,Phishing Email
387,"Dear Casey, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
388,Important: Update your email account settings to avoid service interruption.,Phishing Email
389,Your payment has been declined. Update your billing information to continue using our service.,Phishing Email
390,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
391,"Hi Jane, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
392,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
393,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
394,"Hello Sam, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
395,"Dear Casey, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
396,"Dear Jordan, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
397,Your invoice is attached. Please review and pay promptly to avoid penalties.,Phishing Email
398,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
399,Reminder: Our meeting is scheduled for tomorrow at 1 PM. Please be prepared with your updates.,Safe Email
400,"Hi Taylor, just a reminder about the project deadline next Friday. Let's ensure everything is on track.",Safe Email
401,"Hi John, please find the attached report for this month's performance review.",Safe Email
402,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
403,Please find attached the minutes from our last meeting. Let me know if you have any questions.,Safe Email
404,"Hi Casey, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
405,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
406,"Hi John, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
407,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
408,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
409,"Hi Drew, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
410,"Dear John, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
411,"Dear John, your subscription has been successfully renewed. Thank you for your continued support.",Safe Email
412,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
413,We noticed some unusual activity in your account. Log in to review recent transactions.,Phishing Email
414,"Hello John, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
415,Important: Update your email account settings to avoid service interruption.,Phishing Email
416,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
417,"Dear Chris, your account has been compromised. Click the link to reset your password immediately.",Phishing Email
418,Alert: Unusual login attempt detected. Verify your account by clicking here.,Phishing Email
419,"Hello Taylor, here is your weekly update on the project's progress. Please review and provide feedback.",Safe Email
420,"Dear Jane, we are pleased to inform you about our upcoming webinar. Register now to secure your spot.",Safe Email
421,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
422,"Hi Jordan, it was great meeting you at the conference. Let's catch up for coffee next week.",Safe Email
423,Your package delivery is pending. Please provide your personal information to confirm delivery.,Phishing Email
424,Congratulations! You've won a $1000 gift card. Click here to claim your prize.,Phishing Email
425,You have a new secure message from your bank. Click here to read it.,Phishing Email
426,Welcome to our newsletter! Stay tuned for the latest updates and offers.,Safe Email
427,Reminder: Our meeting is scheduled for tomorrow at 2 PM. Please be prepared with your updates.,Safe Email
